,annotation_id,line_id,start,end,label,label_text,merged
25430,32071_42178,3934,11,17,LOC,Angsb.,True
25431,42180,3935,0,29,PER,"Rath, Prokanzler und offentl.",False
25432,42182,3936,0,16,PER,Lehrer der heil.,False
25433,42183,3937,0,71,PER,"Schrist auf der Dilingischen Unversität, als ein neu geweibter Priester",False
25434,4438_32075_42185,3937,16,28,LOC,Dilingischen,True
25435,4439_42186,3937,16,39,ORG,Dilingischen Unversität,True
25436,4441_32077_42188,3937,76,87,TIME,7ten Octob.,True
25437,4442_32078_42189,3938,0,4,TIME,1787,True
25438,4443_32079_42190,3939,0,8,LOC,Dilingen,True
25440,4445_32080_42192,3939,24,30,PER,Bernh.,True
25441,32081_4447_42193,3940,0,6,PER,Kälin.,True
25442,42194,3942,34,45,MISC,Reichsstadt,False
25443,42195,3942,60,80,LOC,in ihrer Pfarrtirche,False
25444,42198,3942,112,131,MISC,erste heilige Messe,False
25445,32087_42201,3944,92,99,PER,Christo,True
25446,4465_32099_42213,3945,14,21,PER,Versas.,True
25447,4471_42222,3947,46,69,ORG,latholischeu Magistrat?,True
25448,42226,3948,0,7,ORG,vrsonen,False
25449,4474_32108_42227,3948,11,22,LOC,Dunlelshühl,True
25450,4482_32116_42242,3948,329,336,PER,Recens.,True
25451,42244,3952,114,125,ORG,Philosophen,False
25452,42245,3952,128,136,ORG,Christen,False
25453,42248,3952,343,350,MISC,bon mot,False
25454,42249,3955,67,78,MISC,bonne grace,False
25455,4487_32124_42250,3958,6,10,PER,Verf,True
25456,4489_32126_42252,3958,106,113,PER,Recens.,True
25457,4490_32127_42253,3959,18,22,PER,Verf,True
25458,42260,3964,152,174,TIME,schon vor zwölf Jahren,False
25459,4499_32136_42263,3964,229,239,PER,Bernardine,True
25460,4504_32143_42269,3968,0,10,PER,Bernardine,True
25461,4515_32156_42282,3973,26,40,PER,Hr. Prolanzler,True
25462,42285,3973,85,104,TIME,seit wenlgen Jabren,False
25463,4519_32160_42288,3973,134,151,ORG,Alademie Dilingen,True
25464,4520_32162_42290,3973,143,151,LOC,Dilingen,True
25465,32164_42292,3974,0,1,PER,R,True
25466,4523_32166_42294,3975,0,9,LOC,Deutsches,True
25467,4524_42295,3975,0,32,MISC,Deutsches gemeinnütziges Magazin,True
25468,42296,3976,0,35,TIME,Ersten Jahrgango erstes Vierteljahr,False
25469,4526_32170_42300,3983,4,8,PER,Verf,True
25470,42301,3984,105,121,MISC,Esprits brillans,False
25471,4527_32171_42302,3986,21,25,PER,Verf,True
25472,4529_42304,3991,13,21,LOC,deutsche,True
25473,42306,3996,193,202,PER,Verfasser,False
25474,32176_4533_42307,3997,0,7,PER,Recens.,True
25475,4534_32178_42309,3997,117,121,PER,Verf,True
25476,42311,3997,184,210,MISC,uneingeschräntte Monarchie,False
25477,4537_42312,3997,236,241,ORG,Dänen,True
25478,4539_32182_42313,4001,65,69,PER,Verf,True
25479,4541_32184_42315,4003,153,172,LOC,auf deutschem Boden,True
25480,4543_32186_42317,4006,17,21,PER,Verf,True
25481,42318,4009,27,39,MISC,Preßfreyheit,False
25482,4544_32187_42319,4010,278,282,PER,Verf,True
25483,42320,4011,13,41,MISC,gesehgebende Macht im Staate,False
25485,42325,4012,325,346,MISC,christlichen Religion,False
25486,4551_32193_42328,4013,8,12,PER,Verf,True
25487,42329,4013,81,97,ORG,protestantischen,False
25488,42330,4013,81,106,MISC,protestantischen Religion,False
25489,4552_32194_42331,4013,218,225,PER,Recens.,True
25490,4554_32197_42333,4015,42,46,PER,Verf,True
25491,4555_32198_42334,4015,74,78,PER,Verf,True
25492,4557_42336,4018,116,126,ORG,Katholiken,True
25493,4560_42338,4022,200,209,LOC,deutschen,True
25494,42339,4023,0,1,PER,B,False
25495,4562_32200_42340,4028,3,10,LOC,Leipzig,True
25496,4564_32202_42341,4028,29,41,PER,Emanuel Beer,True
25497,4565_32203_42342,4028,42,46,TIME,1787,True
25498,4566_42343,4030,124,146,LOC,in nördlichen Gegenden,True
25499,4578_32207_42346,4041,46,53,LOC,Leipzig,True
25502,32210_42349,4041,138,157,PER,Emanuel⸗ Beerischen,True
25503,4591_32216_42352,4050,82,83,PER,V,True
25504,4592_42353,4051,44,62,TIME,unsers Jahrzehends,True
25505,42354,4051,299,329,MISC,Reich der deutschen Litteratur,False
25506,4594_32217_42355,4051,309,318,LOC,deutschen,True
25507,42356,4052,17,47,MISC,Reich der deutschen Litteratur,False
25508,32219_42357,4052,27,36,LOC,deutschen,True
25509,42358,4052,65,81,TIME,einige Jahre her,False
25510,42359,4054,81,91,MISC,Bigotterie,False
25511,42360,4054,97,107,MISC,Jesuitisms,False
25512,42363,4058,23,54,MISC,Reiche der deutschen Litteratur,False
25513,42364,4058,34,43,LOC,deutschen,False
25514,42366,4062,174,183,LOC,deutschen,False
25515,42367,4062,174,194,MISC,deutschen Litteratur,False
25516,4603_42368,4063,62,80,MISC,allg. d. Biblioth.,True
25517,42369,4064,32,72,MISC,systema theologiae Iutheranae orthodoxum,False
25518,32227_42370,4064,51,61,PER,Iutheranae,True
25519,32228_4604_42371,4065,9,20,PER,C. F Barth.,True
25520,4605_32229_42372,4066,0,5,LOC,Halae,True
25521,4606_32232_42373,4066,6,10,TIME,1785,True
25522,4607_32233_42374,4068,20,30,PER,H. Pluntki,True
25523,4608_32234_42375,4068,52,58,ORG,theol.,True
25525,4610_32236_42377,4069,12,17,LOC,Halle,True
25526,42378,4070,64,76,MISC,Preßfreyheit,False
25527,42379,4070,127,140,MISC,Systema orth.,False
25528,4612_42380,4072,22,27,MISC,Bibel,True
25529,42381,4072,55,67,MISC,Christenthum,False
25530,42382,4072,84,101,MISC,Orthodorschreiben,False
25531,4615_32237_42384,4073,22,30,PER,derVerf.,True
25532,4617_32239_42386,4074,34,39,PER,Kants,True
25534,42388,4075,19,42,PER,erreurs et de la verité,False
25535,4619_32240_42389,4075,44,49,PER,Kants,True
25537,4622_32241_42392,4075,62,71,PER,Klopstock,True
25538,4624_32243_42393,4076,20,24,PER,Kant,True
25539,4626_32244_42394,4077,45,49,PER,Kant,True
25540,4629_32247_42396,4077,91,98,PER,Schulze,True
25541,4630_32248_42397,4078,27,40,PER,H. Dr. Kausch,True
25542,4631_32249_42398,4078,45,54,LOC,Schlesien,True
25543,32250_4632_42399,4078,80,89,PER,Kantschen,True
25545,4634_32251_42401,4079,61,65,PER,Verf,True
25546,4635_32252_42402,4080,22,27,PER,Kants,True
25547,42403,4080,22,34,MISC,Kants System,False
25548,4636_32253_42404,4081,18,31,PER,H. Dr. Kausch,True
25549,4637_42405,4081,49,56,MISC,Genesis,True
25550,42406,4081,85,105,MISC,petitionem principii,False
25551,4638_32254_42407,4082,0,4,PER,Kant,True
25552,4642_32256_42409,4083,0,4,PER,H.Dr,True
25553,4643_32257_42411,4084,0,6,PER,Kausch,True
25554,4644_32259_42414,4089,23,40,PER,Ephesinus von Mn.,True
25555,32261_42415,4090,7,17,LOC,Nürnberger,True
25556,4645_42416,4090,7,45,PER,Nürnberger gelehrten Zeitungsschreiber,True
25557,42417,4090,93,111,MISC,Katholicismussache,False
25558,4646_32262_42418,4090,115,124,LOC,Schlesien,True
25559,4647_32263_42419,4091,0,10,PER,H. Nicolai,True
25560,4648_32264_42420,4092,49,61,PER,J. M. Sailer,True
25561,4649_32265_42421,4093,43,45,PER,Hn,True
25562,4650_32266_42422,4094,0,22,PER,Oberhofpredigers Stark,True
25563,4651_42423,4094,30,32,ORG,HH,True
25564,4652_32268_42424,4095,0,8,LOC,Berliner,True
25565,4653_42425,4095,0,30,ORG,Berliner Monathsschriftsteller,True
25566,42426,4096,31,66,MISC,Recension der Blumauerschen Anneide,False
25567,32270_4654_42427,4096,45,58,PER,Blumauerschen,True
25568,42428,4096,74,78,MISC,Litt,False
25569,42429,4097,4,30,MISC,katholischen Deutschlandes,False
25572,4658_32271_42432,4097,67,71,PER,Verf,True
25573,4660_32273_42434,4101,4,18,PER,H. D. Dreykorn,True
25574,42435,4101,64,71,LOC,romisch,False
25576,42438,4101,73,84,ORG,katholische,False
25577,4663_42439,4101,136,144,LOC,Berliner,True
25578,4664_42440,4101,136,159,MISC,Berliner Monathoschrift,True
25579,4666_32276_42442,4101,164,174,TIME,April 1786,True
25580,4668_32277_42443,4101,184,194,TIME,Jäner 1787,True
25581,32278_4669_42444,4101,213,225,PER,Nicolaischen,True
25582,4670_42445,4101,213,243,MISC,Nicolaischen Reisebeschreibung,True
25583,32279_42446,4102,32,46,LOC,Nürnbergischen,True
25584,32280_4671_42447,4102,51,63,LOC,Berlinischen,True
25585,4672_32281_42448,4102,75,89,PER,H. D. Dreykorn,True
25586,32284_42451,4105,0,2,PER,Br,True
25587,32285_4675_42452,4107,43,52,TIME,Jahr 1788,True
25589,4677_32287_42454,4109,0,4,LOC,Jena,True
25590,4678_32288_42455,4109,5,9,TIME,1788,True
25591,4679_32289_42456,4110,10,29,PER,Herr Hofrath Gruner,True
25593,4683_32291_42459,4111,3,32,PER,H. Protochirurg von Brambilla,True
25594,4684_32293_42460,4111,37,39,PER,Hn,True
25595,4685_32294_42461,4112,0,8,PER,Profess.,True
25596,4686_32295_42462,4113,0,6,PER,Gruner,True
25597,4687_42463,4113,58,77,MISC,Almanacum perpetuum,True
25598,4688_32296_42464,4114,11,20,PER,H. Gruner,True
25599,4689_32297_42465,4114,60,72,LOC,italiänische,True
25600,42466,4114,60,84,MISC,italiänische Höflichkeit,False
25601,4690_42467,4114,107,109,PER,Hn,True
25602,4691_42468,4115,0,13,PER,Leibwundarzte,True
25603,4693_32299_42470,4116,0,7,PER,Recens.,True
25604,42471,4116,138,165,LOC,lieben deutschen Vaterlande,False
25605,4696_42473,4120,0,74,MISC,Uebersicht der medicinischen Litteratur von Michaelis 1786 bis Ostern 1787,True
25606,4697_32300_42474,4120,44,53,PER,Michaelis,True
25609,4700_32304_42476_32306_42478,4122,0,95,MISC,"Ueber die Ansteckung des Podagra, nebst dem Resultate zahlreicherErfahrungen über das Wolferley",True
25611,4705_32308_42481,4124,29,36,LOC,Rußland,True
25613,32310_42483_4709_32311_42484,4128,28,47,PER,"Paul, Jacob Malouin",True
25615,4712_42486,4129,22,32,LOC,Sinnberger,True
25616,4711_42487,4129,3,39,MISC,Lobpredigt auf das Sinnberger Wasser,True
25618,4713_42488_42489,4131,0,67,MISC,"Charlatanerie unter dem Doctorhute, und unter der Franciscanerkutte",True
25619,42490,4133,28,46,LOC,aus der alten Welt,False
25620,32314_42491,4135,0,12,PER,Konig Gustav,True
25621,4721_32317_42494,4139,3,12,LOC,Stuttgart,True
25623,42497,4140,3,4,TIME,J,False
25624,42498,4140,10,18,PER,herzogl.,False
25625,4725_32320_42499,4141,0,11,LOC,Würtemderg.,True
25626,42500,4141,0,11,PER,Würtemderg.,False
25628,4728_32323_42504,4142,45,62,ORG,hohen Carlsschule,True
25629,4729_32325_42505,4143,10,15,LOC,Gotha,True
25630,4730_32326_42506,4143,20,34,TIME,17. Sept. 1739,True
25632,4736_32331_42511,4147,5,14,LOC,Stuttgart,True
25633,4737_32332_42512,4147,19,23,LOC,Jeug,True
25634,42517,4150,4,24,LOC,Grab des Hippokrates,False
25635,4744_32338_42518,4150,13,24,PER,Hippokrates,True
25636,4747_32339_42519,4152,26,31,LOC,Paris,True
25637,4753_42520,4161,0,11,LOC,Griechische,True
25638,4756_32340_42521,4165,0,5,PER,Moses,True
25639,4758_32341_42522,4165,10,14,PER,Hiob,True
25640,4766_32343_42524,4169,73,75,PER,Hn,True
25641,4767_32344_42525,4170,0,4,PER,Prof,True
25642,4768_32345_42526,4171,0,18,PER,Willemet von Nancy,True
25643,32348_42527,4172,0,4,PER,M. K,True
25644,4770_32350_42529,4173,51,135,PER,"Franz Konrad Bartl, Professor der Mathematik, und Director der Philosophie zu Olmütz",True
25645,4771_32351_42530,4173,129,135,LOC,Olmütz,True
25646,4772_32352_42531,4174,0,4,LOC,Wien,True
25647,4774_32353_42532,4174,9,37,PER,J. Thomas Edlen vonTrattnern,True
25648,4775_32355_42534,4175,0,4,TIME,1787,True
25649,4776_32356_42535,4177,4,12,PER,H. Verf.,True
25650,32366_42541,4182,0,4,PER,K. J,True
25652,42544,4183,11,19,LOC,dortigen,False
25653,4786_42546,4184,16,27,LOC,Deutschland,True
25654,42555,4200,0,9,LOC,Vtxlariae,False
25655,4794_32376_42556,4201,0,4,TIME,1787,True
25656,42557,4204,4,25,PER,tapfere deutsche Mann,False
25657,4796_42558,4204,12,20,LOC,deutsche,True
25658,4799_42559,4205,66,87,ORG,päpstlichen Gesandten,True
25659,4800_42560,4205,105,111,ORG,Päpste,True
25660,4802_42562,4207,171,179,ORG,Bischöfe,True
25661,4804_42563,4208,16,22,ORG,Päpste,True
25662,42564,4208,35,48,ORG,ihrer Legaten,False
25663,42565,4208,72,79,ORG,Fürsten,False
25665,4808_42567,4210,23,42,ORG,päpstlichen Legaten,True
25666,42568,4211,14,35,MISC,Vollmacht des Papstes,False
25667,42569,4211,28,35,ORG,Papstes,False
25668,42570,4211,50,64,ORG,dessen Legaten,False
25669,42571,4211,121,139,MISC,Rechte der Kirchen,False
25670,4810_42572,4211,132,139,ORG,Kirchen,True
25671,42573,4211,160,190,MISC,Rechte der Metropolitankirchen,False
25672,4811_42574,4211,171,190,ORG,Metropolitankirchen,True
25673,4813_32383_42576,4212,42,46,PER,H. A,True
25674,4815_42577,4213,75,83,ORG,Deutsche,True
25676,4819_42580,4214,75,82,ORG,Fürsten,True
25677,4820_42581,4214,88,94,ORG,Kaiser,True
25678,4822_42582,4216,19,27,ORG,romische,True
25679,4825_42584,4216,82,91,ORG,deutschen,True
25680,42585,4216,82,96,MISC,deutschen Muth,False
25681,42586,4217,71,84,ORG,Fürstenverein,False
25682,32386_42587,4217,94,113,LOC,Aschaffenburgischen,True
25683,42588,4217,94,125,MISC,Aschaffenburgischen Concordaten,False
25684,4826_32387_42589,4218,11,15,PER,H. A,True
25685,42590,4219,13,15,ORG,HH,False
25686,4827_42591,4220,0,5,ORG,Römer,True
25687,4829_32391_42592,4222,30,34,PER,H. A,True
25688,42593,4222,36,49,MISC,romanam fidem,False
25689,42594,4222,54,60,MISC,punica,False
25690,32394_4833_42596,4223,71,81,LOC,Cölnischen,True
25691,4834_32393_42597,4223,71,91,ORG,Cölnischen Nuntiatur,True
25692,32396_4836_42599,4224,46,52,LOC,Wiener,True
25694,32398_4838_42601,4224,54,62,LOC,Luzerner,True
25696,32400_4839_42603,4224,68,83,LOC,Niederländische,True
25697,32397_42600_4837_32399_42602_32401_42604,4224,46,95,ORG,"Wiener, Luzerner, und Niederländische Nuntiaturen",True
25698,42605,4224,138,169,MISC,Decrete des Trienter Conciliums,False
25699,4840_42606,4224,150,158,LOC,Trienter,True
25700,32403_42607,4224,150,169,ORG,Trienter Conciliums,True
25701,32405_4842_42608,4225,8,14,LOC,Cölner,True
25702,4843_32404_42609,4225,8,24,ORG,Cölner Nuntiatur,True
25703,4844_32406_42610,4225,46,57,PER,Pius der VI,True
25704,32407_42611,4225,67,88,EVENT,Consistorialrede 1775,True
25705,4845_32408_42612,4225,84,88,TIME,1775,True
25706,42613,4225,96,111,MISC,Le Bret Magazin,False
25707,42614,4227,31,81,EVENT,Abfalle Gebhards von Truchseß Erzbischofs von Cöln,False
25708,32409_4846_32410_42615,4227,39,81,PER,Gebhards von Truchseß Erzbischofs von Cöln,True
25709,4847_32411_42616,4227,77,81,LOC,Cöln,True
25710,4848_32412_42617,4228,9,13,PER,H. A,True
25711,4849_32413_42618,4228,35,48,ORG,Reichsarchive,True
25712,4850_32414_42619,4228,119,142,PER,Ernst Herzog von Bayern,True
25713,4851_32415_42620,4228,136,142,LOC,Bayern,True
25714,4852_32416_42621,4228,158,187,PER,Gebhards Erzbischofs von Coln,True
25715,4853_32417_42622,4228,183,187,LOC,Coln,True
25717,32420_42625,4228,229,235,LOC,Bayern,True
25718,42626,4228,240,249,ORG,Coadjutor,False
25719,42627,4230,50,61,ORG,päpstlichen,False
25720,32421_4856_42628,4230,20,69,PER,"Coriolan, den eben anwesenden päpstlichen Nuntius",True
25721,4857_32422_42629,4230,73,76,LOC,Rom,True
25722,42630,4231,87,96,ORG,Coadjutor,False
25723,4858_42631,4231,115,127,ORG,Erzbisthumes,True
25724,42632,4231,137,153,MISC,Churfürstenwürde,False
25725,42633,4231,253,259,ORG,Papste,False
25726,42634,4231,273,280,ORG,Capitel,False
25727,42635,4231,297,304,ORG,Nuntius,False
25728,42636,4232,4,11,ORG,Capitel,False
25729,42637,4232,38,45,ORG,Nuntius,False
25730,32423_42638,4236,24,33,ORG,Nuntiatur,True
25731,4860_32424_42639,4236,48,52,LOC,Coln,True
25732,4863_32427_42642,4237,0,11,PER,Carl der VJ,True
25734,42645,4238,17,39,EVENT,Wahl Kaisers Joseph II,False
25735,4867_32430_42646,4238,22,39,PER,Kaisers Joseph II,True
25736,4869_32432_42647,4240,17,21,PER,H. A,True
25737,4871_42649,4240,58,77,ORG,päpstlichen Nuntien,True
25738,42650,4240,104,115,ORG,Concordaten,False
25739,42651,4240,182,188,ORG,Kaiser,False
25740,42652,4240,281,306,MISC,Reichsfundamentalgesetzes,False
25741,42653,4241,34,45,ORG,Concordaten,False
25742,4873_42654,4242,27,41,ORG,Reichshofrathe,True
25744,32435_42656,4242,87,94,LOC,Wetzlar,True
25745,4876_32436_42657,4243,34,37,PER,Rec,True
25746,4878_32437_42658,4244,64,83,ORG,päpstlichen Nuntien,True
25747,32440_42661,4245,0,1,PER,R,True
25749,4883_32445_42665,4246,98,118,ORG,Universität zu Mainz,True
25750,4884_32446_42666,4246,113,118,LOC,Mainz,True
25752,4888_32449_42669,4254,0,5,LOC,Mainz,True
25753,4889_32450_42670,4254,10,19,LOC,Frantfurt,True
25755,32454_42673,4257,16,26,PER,Verfassers,True
25756,4895_32459_42678,4260,4,8,PER,Verf,True
25757,4897_32462_42679,4263,154,165,LOC,Deutschland,True
25758,4898_32463_42680,4264,19,30,LOC,Deutschland,True
25759,4899_32465_42681,4264,103,110,LOC,Jtalien,True
25760,4901_32466_42682,4264,112,122,LOC,Frankreich,True
25761,4902_32467_42683,4264,128,135,LOC,England,True
25762,4904_32468_42684,4264,229,233,PER,Verf,True
25763,4908_32471_42687,4269,52,59,LOC,England,True
25764,4909_32472_42688,4269,61,71,LOC,Frankreich,True
25765,4910_32473_42689,4269,76,83,LOC,Holland,True
25766,4911_32475_42690,4269,90,97,LOC,Jtalien,True
25767,4913_32476_42693,4272,9,13,PER,Verf,True
25768,4914_42694,4272,51,59,LOC,deutsche,True
25769,42695,4272,51,67,MISC,deutsche Sprache,False
25770,42697,4272,209,221,LOC,griechischen,False
25771,42698,4272,209,221,MISC,griechischen,False
25772,4917_42699,4272,227,236,LOC,romischen,True
25773,42700,4272,227,245,MISC,romischen Sprachen,False
25774,4920_32480_42702,4273,4,12,LOC,deutsche,True
25775,42703,4273,4,20,MISC,deutsche Sprache,False
25776,4922_32481_42704,4273,50,62,LOC,griechischen,True
25777,42705,4273,50,62,MISC,griechischen,False
25778,4928_32487_42710,4276,49,53,PER,Verf,True
25779,4929_32489_42711,4278,31,39,PER,Reuchlin,True
25780,4930_32490_42712,4278,44,49,PER,Erasm,True
25782,4933_32491_42714,4279,33,41,PER,Reuchlin,True
25783,4934_32492_42715,4279,46,51,PER,Erasm,True
25784,4935_42716,4279,74,82,LOC,deutsche,True
25785,42717,4279,74,90,MISC,deutsche Sprache,False
25786,4938_42718,4279,127,135,ORG,Griechen,True
25787,42719,4279,140,145,PER,Römer,False
25788,4941_32495_42720,4280,15,24,PER,Thomasius,True
25789,4942_32497_42721,4281,16,23,PER,Charron,True
25790,4943_32498_42722,4281,25,33,PER,Hirnhaym,True
25791,4944_32499_42723,4281,35,43,PER,Montagne,True
25792,4945_32500_42724,4281,45,49,PER,Huez,True
25793,4946_32501_42725,4281,51,56,PER,Bayle,True
25794,4947_32502_42726,4281,58,74,PER,Laurentius Valla,True
25797,32507_42731,4287,24,30,PER,Thales,True
25798,42732,4287,62,74,EVENT,83 Olympiade,False
25799,4953_32510_42733,4290,0,9,LOC,Frankfurt,True
25800,32511_42734,4290,17,30,PER,Hermannischen,True
25801,4954_32512_42735,4290,17,41,ORG,Hermannischen Büchhandl.,True
25802,4955_32513_42736,4291,0,4,TIME,1787,True
25803,4956_32514_42737,4293,24,32,PER,H. Prof.,True
25804,4957_32515_42738,4294,0,6,PER,Dorsch,True
25805,4960_32518_42741,4298,122,126,PER,Hume,True
25806,4961_32519_42742,4298,128,132,PER,Home,True
25807,4962_32521_42743,4298,138,144,PER,Helvet,True
25808,4963_32522_42745,4299,36,40,PER,Verf,True
25809,4964_32523_42746,4301,4,10,PER,Bonnet,True
25810,4965_32524_42747,4301,189,192,PER,Rec,True
25811,4966_32525_42748,4303,7,11,PER,Verf,True
25812,4967_32526_42749,4304,12,25,LOC,franzosischen,True
25813,42750,4304,12,25,ORG,franzosischen,False
25814,4969_42752,4304,37,50,LOC,engländischen,True
25815,42753,4304,37,62,ORG,engländischen Philosophen,False
25816,4972_32532_42756,4311,25,29,PER,Verf,True
25817,4973_32533_42757,4313,0,3,PER,Rec,True
25818,4977_32537_42760,4316,30,34,PER,H. V,True
25819,42765,4318,82,84,PER,Th,False
25820,42766,4320,12,87,EVENT,am höchsten Nahmensfeste des durchlauchtigsten Churfürsten Carl Theodor rc.,False
25822,42768,4321,0,2,EVENT,rc,False
25823,42769,4321,0,2,PER,rc,False
25824,42770,4322,8,77,EVENT,Hauptversammlung der sittlich okonomischen Gesellschaft zu Burghausen,False
25826,32547_42773,4322,67,77,LOC,Burghausen,True
25827,4988_32548_42774,4325,4,34,PER,Leopold Freyherrn von Hartmann,True
25828,42775,4327,52,83,MISC,Fürsten⸗ und Unterthanenpflicht,False
25829,4989_32550_42776,4327,140,142,PER,Hn,True
25830,4990_32551_42777,4328,0,4,PER,Verf,True
25831,4991_32552_42778,4330,26,34,PER,H. Verf.,True
25832,4992_32553_42779,4334,4,17,PER,Andreas Sutor,True
25833,4997_32557_42782,4337,111,115,PER,Verf,True
25834,42783,4340,23,28,ORG,Adels,False
25835,42784,4340,35,45,ORG,Hofmeister,False
25836,4998_32558_42785,4341,4,28,PER,Anton Michl Weltpriester,True
25837,4999_32560_42786,4342,4,8,PER,H. V,True
25838,42787,4342,78,109,MISC,über den Widerruf des Febronius,False
25839,5000_32561_42788,4342,100,109,PER,Febronius,True
25840,42789,4342,111,151,MISC,über die Macht der Bischöfe in Ehesachen,False
25841,32563_42792,4344,0,4,PER,V. L,True
25842,5002_32564_42793,4345,0,30,PER,Carls Freyherrn von Meidingers,True
25843,32565_5003_42794,4345,115,126,PER,linneischen,True
25844,5004_42795,4345,115,140,MISC,linneischen Natursystemes,True
25845,5005_32566_42797,4345,210,227,PER,P. L. St. Müllers,True
25847,32567_5007_42799,4345,257,267,PER,linneische,True
25848,42798_5006_42800,4345,238,279,MISC,Commentar über das linneische Natursystem,True
25849,5008_32568_42801,4346,0,4,LOC,Wien,True
25850,5010_32569_42802,4346,9,17,PER,J. Thom.,True
25851,5012_32570_42803,4347,0,19,PER,Edlen von Trattnern,True
25852,5013_32571_42804,4347,21,25,TIME,1787,True
25853,5014_32572_42805,4350,41,45,PER,H. V,True
25854,5015_32573_42806,4350,55,67,PER,Ritter Linne,True
25855,5018_32575_42807,4351,48,65,PER,P. L. St. Müllers,True
25856,5019_32577_42809,4351,200,217,PER,Ritters von Linne,True
25857,5021_32580_42812,4353,8,12,PER,H. V,True
25858,5022_32581_42813,4353,137,147,PER,Hrn. Verf.,True
25859,5023_32582_42814,4355,19,23,PER,Verf,True
25860,5025_32583_42815,4356,271,273,PER,Hn,True
25861,5026_32584_42816,4357,0,4,PER,Verf,True
25862,32588_42821,4361,0,4,PER,K. J,True
25864,42823,4362,31,38,LOC,Jsraels,False
25865,42824,4362,48,67,EVENT,Trennung des Neichs,False
25866,5032_32592_42826,4362,76,80,PER,Verf,True
25868,5033_42828,4363,4,19,MISC,Geschichte Jesu,True
25869,42827_5034_32593_42829,4363,4,19,PER,Geschichte Jesu,True
25870,5035_32594_42830,4365,0,6,LOC,Zürich,True
25872,5040_32599_42832,4365,42,46,TIME,1787,True
25873,5041_32600_42833,4367,4,13,PER,Hr. Verf.,True
25874,5042_32601_42834,4368,0,13,PER,Gottfried Heß,True
25875,5043_42835,4368,79,99,MISC,biblische Geschichte,True
25876,42836,4368,150,166,MISC,gottlichen Plane,False
25877,5044_42839,4369,95,123,MISC,alttestamentischen Schriften,True
25878,42840,4369,173,182,EVENT,Schöpfung,False
25879,5046_32607_42843,4369,253,267,PER,Jesus Christus,True
25880,5047_42844,4370,71,89,MISC,Büchern der Könige,True
25881,5049_32608_42845,4371,36,46,PER,Hrn. Verf.,True
25882,42846,4371,105,114,ORG,Propheten,False
25884,32611_42848,4372,61,65,PER,A. B,True
25885,42850,4373,99,119,MISC,Prophetengeschichten,False
25886,5055_42851,4373,238,249,ORG,Volk Gottes,True
25887,5056_32613_42852,4373,243,249,PER,Gottes,True
25888,5059_42853,4374,246,267,MISC,biblischen Geschichte,True
25889,5060_42854,4376,0,8,PER,Herr Heß,True
25890,5066_42855,4380,0,10,ORG,Katholiken,True
25891,5067_42856,4381,0,7,PER,Hr. Heß,True
25892,42858,4381,33,43,MISC,Theokratie,False
25893,42859,4382,15,40,EVENT,That des Propheten Achjia,False
25894,5069_32618_42860,4382,24,40,PER,Propheten Achjia,True
25895,5071_42861,4382,44,69,MISC,3ten Buche der Könige XI.,True
25896,42862,4383,0,2,MISC,29,False
25897,5072_32619_42863,4383,12,20,PER,Jeroboam,True
25898,42864,4383,26,62,TIME,bey den Lebzeiten des Königs Salomon,False
25899,5073_32620_42865,4383,48,62,PER,Königs Salomon,True
25900,42866,4383,67,89,ORG,Konig der zehen Stämme,False
25901,5075_32622_42868,4384,12,28,PER,Propheten Achjia,True
25902,5077_32623_42869,4384,71,77,PER,Samuel,True
25903,42871,4385,51,62,ORG,Gott⸗Könige,False
25904,42872,4385,115,120,ORG,Krone,False
25905,42873,4385,136,149,ORG,Beamte Gottes,False
25906,5079_42874,4385,143,149,PER,Gottes,True
25907,42875,4385,167,177,MISC,Theokratie,False
25908,42876,4385,192,214,MISC,menschlichen Monarchie,False
25909,5080_42877,4386,11,24,ORG,Priesterstand,True
25910,42879,4386,84,104,MISC,höchsten Gesetzgeber,False
25911,42880,4387,32,48,EVENT,That des Elisäus,False
25912,5082_32626_42881,4387,41,48,PER,Elisäus,True
25913,5083_42882,4387,50,70,MISC,4. Buch der Konige I,True
25914,5084_32628_42883,4387,95,99,PER,Jehu,True
25915,42884,4387,130,147,ORG,Konig über Jsrael,False
25916,42886,4387,141,147,LOC,Jsrael,False
25919,42889,4389,4,19,PER,Prophet Jsraels,False
25920,42890,4389,12,19,LOC,Jsraels,False
25921,42891,4389,81,116,MISC,Bevollmächtigter des Gottes Jsraels,False
25922,5088_42892,4389,102,116,PER,Gottes Jsraels,True
25923,42893,4389,109,116,LOC,Jsraels,False
25924,5090_32636_42894,4390,27,35,PER,Gottheit,True
25925,42896,4390,65,81,MISC,Staatsverfassung,False
25926,42897,4390,122,131,MISC,Monarchie,False
25927,5091_42898,4392,13,20,PER,Prophet,True
25928,42899,4392,72,99,MISC,Rechte der Gottesherrschaft,False
25929,42900,4392,261,270,PER,vom Herrn,False
25931,5093_32640_42903,4393,161,167,PER,Samuel,True
25932,5094_32641_42904,4393,169,175,PER,Achjia,True
25933,5095_32642_42905,4393,177,184,PER,Elisäus,True
25934,5096_32643_42906,4393,186,191,PER,David,True
25935,5097_32644_42907,4393,193,201,PER,Jeroboam,True
25936,5098_32645_42908,4393,203,207,PER,Jehu,True
