,document_id,text
10082,10083,"Allein der Hr. Hofneister ein junges, frisches Herrchen, lüstern durch die neuen Reitze der großen Welt, möchte auch gerne überall dabey seyn, und die Vergnügungen einschlürfen;"
10083,10084,was Raths?
10084,10085,"Der Knabe muß also auch mit, Comodien und Bälle besuchen, und weil dann eine artige Locke, und ein geschmackvolles Westchen mehr Eroberungen macht als Wissenschaft, so legt sich der Herr Hauspädagog mehr auf seinen Putz als Kenntnisse, und glänzt mit Romanentugenden."
10085,10086,"Jsts Wunder, wenn der Eleve eben so denket, und fühlet? 3)"
10086,10087,Die dritte Ursache des Verfalles findet H. N. in den vervielfältigten Gegenständen des Unterrichtes.
10087,10088,"Wenn der Privatfleiß einerseits abnimmt, und andererseits immer mehr Forderungen gemacht werden, so muß nothwendiger Weise Verwirrung entstehen."
10088,10089,"Recens. ist durch lange Erfahrung überzeugt, daß nicht die Gegenstände, sondern die plaulose und zweckwidrige Vertheilung der Gegenstände Schuld an der ganzen Verwirrung ist."
10089,10090,"Jtzt bald zu viel, itzt bald gar nichts: itzt zu viel Franzosisch und zu wenig Latein, itzt gar kein Franzosisch und zu viel Latein, dieß ist der leidige Gang aller Reformen."
10090,10091,"Meisten Theils wird der Zweck verfehlt, weil die Gegenstände nicht interessant genug gemacht und mit dem praltischen Leben verbunden werden."
10091,10092,"Die alte Litteratur macht an sich Ekel, sie ist nicht mit den gemeinen Gegenständen des Lebens gewürzt;"
10092,10093,"ein seichter Roman füllt diese Lücke aus, und man fällt heißhungrig darüber her."
10093,10094,"Hier kommt alles auf Erfahrung an, und nur Männer, die selbst in der Schule gelebt haben, konnen hierüber entscheiden und Vorschläge machen, deren wir noch mehrere von Herrn Niemayer alsseinem praktischen Manne erwarten."
10094,10095,1 .
10095,10096,Schöne Wissenschaften.
10096,10097,Fortsetzung der Briefe an einen Freund über das neue Schauspielhaus in Koblenz.
10097,10098,Frantfurt am Main 1788.
10098,10099,45 S. kl.
10099,10100,8.
10100,10101,"Die hier fortgesetzten Briefe über das Koblenzer Theater lassen sich eben so gut lesen, wie die erstern, deren wir im 38sten Stücke unserer Litteraturzeitung Erwähnung thaten."
10101,10102,"Sie enthalten Bemerkungen über die Schauspieler der Böhmischen Gesellschaft, über die Kunst des Schauspielers, und über einige Schauspiele."
10102,10103,"Eine Schauspielerkritik von einem unparteyischen Kenner muß eben so viel Gutes stiften, als eine Predigerkritik unter der nämlichen Voraussetzung."
10103,10104,Jndeß kann Recens.
10104,10105,"in die Kritik der Bohmischen Gesellschaft sich nicht einlassen, weil er mit derselben zu wenig bekannt ist."
10105,10106,Von den Bemerkungen des Verfas.
10106,10107,"über die Kunst des Schauspielers und über einige Theaterstücke wollen wir hier einige mittheilen, ohne uns ängstig an die Sprache des Verf. zu binden, die nicht immer correct ist; nicht gerade, als wenn diese Bemerkungen neu wären, sondern weil das Wahre und Gute oft widerhohlt werden soll."
10107,10108,Die Schauspielerkunst ist eben nicht leicht.
10108,10109,Kurzgefaßt
10109,10110,"Eine dentsche Uebersetzung der Rechtfertigung des Hrn. von Calonne, französ."
10110,10111,"Staatsministers gegen die Anklage einer ungetrenen Staatsverwaltung der Finanzen, ein Beytrag zur Kenntniß der nenesten Politik und Staatskunde von Frankreich, 1788. ist vor Kurzem bey J. F. Unger in Berlin gedruckt worden."
10111,10112,Das Original ist noch immer sehr wenig in Deutschland belannt.
10112,10113,"Man weiß, daß Hr. von Calonne dem Könige die erste Jdee zu der Versammlung der Notablen gab, welche seit einrich dem Großen nicht Statt gefunden hatte, und daß der vorzüglichste Zwect davon war, verschiedene tief eingewurzelte Mißbräuche abzustellen, und die Staatsausgabe der Staarseinnahme, zwischen welchen sich ein ungeheures Deficit befand, wieder gleich zu machen."
10113,10114,Er deckte daher der Versammlung nicht nur den ganzen Zustand des Finanzwesens mit voller FreyZu einem vollkommenen Schauspieler wird Empfindung und Feuer erfordert.
10114,10115,"Jene besteht in der Leichtigleit, sich in die Seele des andern hineindenken, und von einer Leidenschaft zur andern übergehen zu können;"
10115,10116,"diese in der Geschwindigkeit und Lebhaftigkeit, mit welcher alle Theile, die den Schauspieler ausmachen, zusammentreffen, um seiner Action das Ansehen der Wahrheit zu geben."
10116,10117,"Das Spiel des Acteurs ist dann richtig, wenn es dem Alter, Stande, Charakter und den Umständen der Person, die er vorstellt, genau entspricht."
10117,10118,"Der Vortheil des Schauspielers und der Schauspielerinn fordert daher keine Rolle zu übernehmen, welche mit ihrem Alter zu sehr absticht;"
10118,10119,"am wenigsten eine verliebte Rolle in den Jahren, m denen man für ihre Freuden unfühlbar ist."
10119,10120,"Die übrigen Leidenschaften mahlen sich bloß dadurch auf dem Gesichte, daß sie in den Zügen eine gewisse Art von Veränderung wirken;"
10120,10121,"die Zärtlichkeit hingegen hat, so wie die Freude, das Vorrecht, der Gesichtobildung neue Schönheiten zu geben, und ihre Fehler zu verbessern."
10121,10122,"Schröder ist kein dramatisches Genie, ungeachtet er so gerne alle seine Stücke lmit demi Beyworte Original stempelt;"
10122,10123,aber er weiß einzelne gute Scenen anzulegen.
10123,10124,"Sein Dialog ist fließend, und sein Ton ist größten Theils angemessen."
10124,10125,"Auf das, was man Oekonomie des Stückes nennt, versteht er sich sehr gut."
10125,10126,"— Die Räuber sollte man als dramatische Geschichte gelten lassen, aber nie aufführen."
10126,10127,"Der gesittete Mensch kann unmoglich den An lick der darin vorkommenden Ungeheuer aushalten, und die übertriebenen großen unmoralischen Gesinnungen müßten die schlimmste Wirkung haben."
10127,10128,"— Der Verf. hat noch Mehreres über das Schauspiel auf dem Herzen; und wir bürgen ihm dafür, daß wenn er in diesem Tone fortfahrt, es vielen Nutzen für seine Landesleute haben konne, wenn er sich desselben entledigt."
10128,10129,A. e Nachricht.
10129,10130,müthigkeit
10130,10131,auf
10131,10132,; sondern legte ihr auch zugleich seine vom König bereits genehmigten Plane zur Wieoerherstellung der Ordnung vor.
10132,10133,"Man glaubte bey der Untersuchung seiner vorgeleaten Etats zu bemerten, daß er bev der Finanzverwaltung eben nicht mit aller gehörigen Sorgfalt zu Werte gegangen;"
10133,10134,"und sieng an, ihn der Unredlichleit zu beschuldigen: auch wahrte es nicht lange, daß er sich endlich seiner Stelle entsetzt, und sogar aus der Hauptstadt verbannet sahe;"
10134,10135,"und nun erschienen Schrlsten, die ihn als einen ungetreuen Mann schilderten."
10135,10136,"Herr von Calonne, der wohl wußte, was füt mächtige Feinde er hatte, hielt sich nicht mebr fur sicher an dem Orte seines bisherigen Aufenthalts, besürchtete, man möchte ihm seine Frevheit und seine Papiere ranben, und entsloh nach London, wo er nun diese Schrist herausgegeben hat."
10136,10137,Oekonomische Schriften.
10137,10138,Vom Unkraute.
10138,10139,Inter nitentia
10139,10140,culta infeliæ lolium & sleriles dominantur auenc.
10140,10141,Virg.
10141,10142,"Eine Abhandl., welche von der kön. preußischen Akademie der Wissenschaften und schönen Künste zu Berlin im J. 1785 das Accessit erhalten, von S. G. F. Mund Past."
10142,10143,prim.
10143,10144,c. zu Goslar. 1787.
10144,10145,7
10145,10146,Bog.
10146,10147,gr.
10147,10148,8. Zuerst bestimmt der erfahrne und geschickte Verf.
10148,10149,"dieser kleinen, aller Aufmerksamkeit würdigen Schrift, den Begriff des Unkrauts."
10149,10150,"Er verstehet unter demselben eine jede Pflanze auf einem nutzbaren Lande, welche das Wachsthum und Gedeihen anderer Pflanzen, die daselbst gezogen werden sollen, verhindert oder aufhält."
10150,10151,Hierauf gehet er zu dem Theile der Preisfrage über:
10151,10152,Wie vielerley Arten von Unkraut giebt es?
10152,10153,",, Mit Recht klagt er hier über die Nahmenverwirrungen, welche leider!"
10153,10154,das Studium der Naturgeschichte so sehr erschweren.
10154,10155,"Wann wird ein deutscher Linné aufstehen, und wenigstens eine allgemeine populäre Pflanzensprache einführen?"
10155,10156,"— Nachdem er die Schwierigkeiten einer solchen Eintheilung eingesehen, schreitet er doch zu derselben, und macht den ölonomischen Nutzen oder Schaden des Unkrauts zum Fundamentum diuisionis."
10156,10157,"Das Unkraut kann A) nützlich werden a) den Menschen, zur Speise, zur Arzeney, zum innern Gebrauche, als Vorbauungsmittel, in der Heilung schon vorhandner Uebel, äußerlich, sowohl innerlich als äußerlich b) den Thieren als Futter, als Heilungsmittel, bey äußern Beschädigungen, als innere Arzeney, im Haushalte zu manchem anderwetigen Nutzen; B) weder nutzen noch schaden;"
10157,10158,C).
10158,10159,"schaden a) dem menschlichen Körper, weil es an und vor sich tödlich ist, z. B. Bilsenkraut, oder durch verkehrten Gebrauch tödtet, z. B. das Chelidonium als Fieberarzeney b) auf Feldern und Gärten, unter der Erde, durch Rauben des guten Nahrungosaftes, z. Beysp."
10159,10160,"die Quecken, wobey der Verfas."
10160,10161,zugleich sehr gut die Methoden ihrer Ausrottung lehrt;
10161,10162,"über der Erde, schon bloß durch seinen Aufenthalt, indem statt dessen etwas Besseres wachsen sollte, durch Ueberwüchsigkeit, wodurch es bessere Gewächse unterdrückt;"
10162,10163,durch das Rauben der guten Säfte.
10163,10164,"(Dieser Schaden hätte der Vollständigkeit der Eintheilung unbeschadet wohl wegbleiben können, indem er schon oben mitbegriffen ist.)"
10164,10165,"c) Jn den Scheunen, weil die fest in die Weitzengarben z. B. miteingebundnen saftreichen Distelstängel nicht ausdünsten und trocken werden können, folglich den Halm mit Fäulung und Schimmel anstecken."
10165,10166,d)
10166,10167,"Durch seinen Same, welcher unter das Korn geräth, und a) den Werth desselben beym Käufer sehr herabsetzt;"
10167,10168,"b) aber auch den Genuß desselben schädlich machet, wie man neuerlich am Wachtelweitzen (vaccinum triticum) und Lolch (Lolium temulentum L.) wahrgenommen hat."
10168,10169,"Eine andere Frage der Akademie war:, Was am meisten zur Vermehrung des Unkrauts beytrage?"
10169,10170,Der Verf.
10170,10171,"schreibt hier das Meiste einer anhaltend nassen Witterung zu, ausserdem den Feldschäden, besonders dem Schneckenfraß, Ueberschwemmungen, den Winden, den Vogeln, welche Unkraut⸗ Samen aushacken, und ihn auf gutem Lande wieder fallen lassen."
10171,10172,"— Die dritte Frage:, Was zur Verminderung des Unkrauts am meisten beytrage"
10172,10173,Der Verf. antwortet: vorzüglich eine fruchtbare und zu jedem Feldgeschäfte bequeme Witterung.
10173,10174,"— Eine vierte Frage , Wie oder wodurch kann man am besten die Vermehrung des Unkrauts hindern, oder seine Verminderung befördern?, Außer den unvermeidlichen und unabänderlichen Uebeln, deren Abwendung nicht in unserer Macht stehet, räth der Verf."
10174,10175,"folgende zwey Regeln an, die Vermehrung des Unkrauts zu verhindern: 1)"
10175,10176,"Man verhüte sorgfältigst, daß kein andrer Same, als der, welcher gesäet werden soll, aufs Land gebracht werde."
10176,10177,"Auch hier zeigt er sich durch gute Vorschläge als einen praktischen Oekonom, der ehedem selbst Hand ans Werk legte."
10177,10178,2)
10178,10179,"Man gebe seinem Lande die gebührende und hinlängliche Pflege, gehöriges Düngen, Pflügen ꝛc."
10179,10180,"Uin nun auch die Verminderung des Unkrauts zu befordern ist freylich das natürlichste Mittel, das Ausraufen mit den Händen."
10180,10181,"Der Verfasser schlägt aber, um die Schwierigkeiten bey dieser Operation zu vermeiden, ein besonders Jnstrument vor, das er deutlich beschreibt, und offenbar zum Gebrauche sehr bequem und einfach ist, welches aber die Leser aus der Schrift selbst lennen lernen müssen."
10181,10182,"Bey der Gelegenheit führt er dann auch die schon bekannteren Werkzeuge an, z. B. die kleine Gartenhacke, die zaligte Hacke, das Schaufeleisen, die Kratze, und im Großen, die Egge."
10182,10183,Alle diese Mittel sind mit Handarbeit verbunden;
10183,10184,"indessen gibt es noch eins, das dem Ackerbesitzer keine Mühe macht, und ebenfalls nutzbar ist, nämlich: das Abhüten des Viehes."
10184,10185,"Der Verlust dieses Nutzens bey der Stallfütterung ist dem Verf., und wir müssen gestehen, auch uns eine Hauptbedenklichkeit gegen die Stallfütterung."
10185,10186,"Endlich das letzte Mittel, welches die Noth den Menschen gegen das überhand nehmende Unkraut lehrte, war: die Veränderung des Feldes;"
10186,10187,"welches auch z. B. das einzige noch wirksame gegen die gefährlichste und schädlichste Art des Unkrautes, gegen die Wucherblume ist."
10187,10188,"— Nun kommt er auf diejenige landwirthschaftliche Operation, welche beyde Absichten, Verhinderung einer weitern Vermehrung und Beförderung der Abnahme des schon vorhandnen Unkrautes zugleich erfüllt: das sogenannte Rajolen oder Umstürzen des Landes, welches er zugleich sehr deutlich beschreibt."
10188,10189,"— Die fünfte Frage betraff die Vortheile, welche im Haushalte von dem Unkraute gezogen werden mochten, und wie man sich derselben zu diesem Endzwecke mit dem größten Nutzen bedienen könne."
10189,10190,So war der spanische Klee sonst ein echtes deutsches Unkraut.
10190,10191,"— Junge Brennesseln, Gesche, und die Blätter der Spiegelblumen (auch des Hundelattigs) dienen im Frühejahre zu Gemüsen."
10191,10192,Die Distel und der Haderich im Julius ein Schweinefutter.
10192,10193,— Sau⸗oder Gänsedistel Winterfutter für Schafe und Ziegen.
10193,10194,— Medicinischer Nutzen der Schafgarbe und Kamille.
10194,10195,"Nutzen, des auf Wiesen so schädlichen Mooses, zum Einpacken der Blumen (auch des Porzellans) zum Mauern, besonders unter Wasser, zum Unterstrenen, statt des Düngers, zu Papier, zu Betten."
10195,10196,— Wasserhahnenfuß ein treffliches Viehfutter.
10196,10197,— Brennesseln als Gespinst und trefliches Futterkraut benutzt.
10197,10198,"— Endlich der allgemeine Nutzen alles Unkrauts, daß es zu einem vortreflichen Dünger verwandelt werden konne."
10198,10199,"— Schon bieraus wird man die Reichhaltigkeit dieser kleinen Schrift an nützlichem Jnnhalte bemerken, und finden, daß der Verf."
10199,10200,gar wohl das Accessit veri dienen konnte.
10200,10201,Herrn Demachys Kunst des Essigfabrikanten mit einigen Anmerkungen (von) H. Struve's (e).
10201,10202,Herauogegeben mit Bemerkungen und einem Anhange von Samuel Hahnemann d. A. Doctor.
10202,10203,Mit einer Kupfertafel 1787.
10203,10204,"Leipzig, bey Crusius."
10204,10205,11 Bog.
10205,10206,gr.
10206,10207,8.
10207,10208,"Die Urschrift erschien in den Descriptions des arts & metiers, Neufchatel 1780."
10208,10209,"Da die Uebersetzung sehr gut und lesbar, mit gründlichen Anmerkungen überall der Tert berichtigt und ausserdem noch von Hrn. H. ein nützlicher Anhang beygefügt worden ist;"
10209,10210,"so gehort diese Copie zu den seltneren, welche man ohne Bedenken dem Origlnal vorziehen kann."
10210,10211,"— Man hat immer von jeher besonders in Frankreich die Essigbereitung, wie ein wahres Arcanum sehr geheim gehalten."
10211,10212,Der Verf. will diesen geheimnißvollen Schleyer abziehen.
10212,10213,"Er erwähnt in seiner Enleitung, wie alt der Essig schon im Gebrauch, und daß die Cedria des Herodots schon ein wahrer Essig gewesen sey."
10213,10214,Jn Frankreich ward die Zunft der Essigbräuer 1394 errichtet.
10214,10215,Die Abhandlung selbst zerfällt in 10 Kapitel.
10215,10216,"Jn dem ersten wird auseinandergesetzt, was Weinessig sey, worin die Gährung, die ihn erzeuge, von den übrigen Operationen dieses Nahmens abweiche, unter welchen Anzeigen sich die verschiednen Perioden derselben, vorzüglich aber die Vollendung ankündige."
10216,10217,"Der Essig wird als eine saure, von einer Gährung hervorgebrachte Flüssigkeit definirt, welche in geistigen Flüssigkeiten eine neue Verbindung ihrer Bestandtheile zuwege bringe."
10217,10218,(Hier düntt uns doch die Nebenbestimmung des Vegetabilischen nicht überflüssig zu seyn.
10218,10219,"Wir würden also lieber sagen: der Essig sey eine sauere, vegetabilische Flüssigkeit ꝛc.)"
10219,10220,"Jm zweyten legt er die Geräthschaften und die so wohl in Paris, als in den übrigen Städten gewöhnliche Handgrisfe, Essig aus Wein, Zider, Birnmost und Bier zu verfertigen, vor."
10220,10221,"Wir finden hier die deutsche, nordische, flam̃ändische, französische die angebliche Pariser Methode, und endlich noch eine geheime angegeben, die uns aber allen Appetit benommen hat, je einen Versuch damit zu machen."
10221,10222,"Jm dritten redet er von den Kennzeichen eines guten Essigs, den Merlmahlen seiner Verdorbenheit und den Vorlehrungen, die man nothig hat, ihn davor zu bewahren, ihn in guten Stande zu erhalten, und seinen Mängeln abzuhelfen, von einigen Betrügereyen, die bey dieser Kunst vorkommen, von allen Handanlegungen des Essigschenlens und von der Art seines Vertaufs."
10222,10223,Jm vierten handelt er von der Destillation des Weinessigs und von den verschiedenen Verstärkungen dieser Säure bis zum Radical⸗Essig.
10223,10224,"Jm fünften wird gezeigt, wie man Obst, Hülsenfrüchte und andere eßbare Gewächse in Weinessig einlegt."
10224,10225,"Jm sechsten trägt er die Verfertigung der verschiednen gewürzhaften⸗ und Kräuter⸗ Essige vor, z. B. des Meerzwiebelessigs und des vinaigre des quatre voleurs."
10225,10226,"Jm siebenten handelt er von allen den Flüssigkeiten, die man für Essige ausgibt, welche von Scharlatanen erfunden worden, aber diesen Nahmen nur sehr uneigentlich führen."
10226,10227,"Das achte zeigt einige von den Scheidekünstlern angegebne Prozesse an, um Essig ohne Beyhülfe irgend einer weinichten Flüssigkeit zu bereiten, und gibt noch eine Nachricht von fremden, oder in Europa wenig gebräuchlichen und unbekannten Essigen."
10227,10228,"Das neunte enthält die Bereitung des Agrests und des Mustards, nebst einigen Recepten von zusammengesetzten Mustarden, und eine kurze Nachricht über die alten Tunken (sauces) welche die Essigfabrikanten bereiteten und verkauften."
10228,10229,"Jm zehnten und letzten endlich führt er an, wie sich die Essigfabrikanten der Weinhefen bedienen, sie entweder auspressen oder verbrennen, um Weidasche daraus zu bereiten."
10229,10230,"— Hierauf folgt Hrn. Hahnemanns Anhang über die Essigbräuerey, besonders aus Getreide."
10230,10231,"Die Kupfertafel stellt die zur letztern gehörigen Geräthschaften, den Preßtisch, die Dreh⸗ und Seihetonne vor."
10231,10232,Van.
10232,10233,Romane.
10233,10234,"Mariane, oder trauet den Großen nicht."
10234,10235,Straßburg in der akademischen Buchhandlung. 1787.
10235,10236,Mit einem Kupfer.
10236,10237,112 S.
10237,10238,Dieser Roman entspricht vollkommen seiner Ueberschrift: Trauet den Großen nicht.
10238,10239,Die Stizze desselben ist kurz diese:„Mariane ist die Tochter eines verarmten Dorfkrämers;
10239,10240,"ihre Mutter war aus Armuth gezwungen, Amme bey der Gräfinn v. St. Geran, Edelfrau des Dorfes zu werden, den jungen Marquis St. Geran zu stillen, und aufzuziehen, ihr eigenes Töchterlein aber einer Bäurinn zu übergeben."
10240,10241,Jhr Vater aber ward Schloßvogt.
10241,10242,"— Marianens Mutter brachte es durch ihren Diensteifer dahin, daß sie ihre Tochter mit dem jungen Marquis erziehen durfte."
10242,10243,"Der Marquis wird in einem gewissen Alter den Händen der Mannopersonen auvertraut, und Mariane wird Gesellschafterinn seiner Schwester, die ein Jahr älter war, als sie, und endlich ihre Vertraute."
10243,10244,"Mariane war durch ihre besondere Gelehrigkeit ein Muster und Triebfeder zum Lernen für das ungelehrige, träge Fräulein Adelheide, und der Gegenstand der Liebe, und Gnade der Gräfinn Mutter."
10244,10245,"Der junge Marquis bringt alle seine Erhohlungsstunden mit Bewußtseyn seiner Aeltern und des Hofmeisters in Gesellschaft seiner Schwester und der Mariane, die er als seine Schwester ansieht, zu;"
10245,10246,"beyde, der Marquis und Mariane bekamen so Wohlgefallen, eines an dem andern, das täglich wuchs."
10246,10247,Jn der ersten Jugend speiseten Gräfinn Adelheid und Mariane mit einander mit Marianens Mutter der Amme des jungen Marquis.
10247,10248,"Sie wurden endlich getrennt, und Fr. Adelheid speisete bey ihren Aeltern an der Tafel, Mariane aber blieb bey ihrer Mutter bey Tische;"
10248,10249,"dieß war das erste Mahl, daß Mariane den Unterschied zwischen Adelheid, dem Marquis, und sich, in Betreff des Standes mit Verdruß bemerlte."
10249,10250,"Mariane mußte nun zur Putzmacherinn, um die Arbeiten einer Kammerfrau zu lernen, und diese Stelle bey Adelheid versehen zu können — Das zweyte Mahl, daß sie das herbe Schicksal ihres armen Standes erfuhr."
10250,10251,— Sie erlebte hier für sich traurige Auftritte;
10251,10252,"— die Herrschaft reiste aufs Land, Mariane bleibt in der Stadt bey der Putzmacherinn;"
10252,10253,"— bey der Rückkunft der Herrschaft stürtzt der junge Marquis auf Mariane zu, nennt sie seine Schwester, umarmt sie c."
10253,10254,Der junge Marquis will nun wie zuvor in Gesellschaft der Mariane leben:
10254,10255,allein sein Gesuch wird von seinen Aeltern abgeschlagen.
10255,10256,Nach Verheirathung der Fräulein Adelheid wird Mariane Kammerjungfer bey der Gräfin Mutter.
10256,10257,"— Armand der junge Marquis kommt öfters zu der Mutter, um Marianen etwas schönes sagen zu konnen, und seine und ihre Liebe zu unterhalten;"
10257,10258,"auch schlich er sich öfters von seiner Arbeit in das Zimmer seiner Amme, die das nämliche Wohnzimmer mit Marlane ihrer Tochter hatte."
10258,10259,"Kurz, beyde liebten, und gestanden es einander, und eben dieß war dem Grafen Vater sowohl, als der Gräfinn Mutter schon lange durch angestellte Beobachtungen beyder Liebenden bekannt; ließen dieß Werk nicht nur so dahin gehen;"
10259,10260,"sondern beförderten es noch gegen den Willen eines Barons Ulpierre, des Oheims vom Hause, der Absichten auf Mariane hat."
10260,10261,Des Grafen Kammerdiener will sie heirathen;
10261,10262,"aber diese Heirath mußte sich aus Liebe zu Armand zerschlagen, so vortheilhaft sie war."
10262,10263,"Der Baron Ulpierre braucht alle mögliche Mittel, Mariane zu bekommen;"
10263,10264,"hierzu wählte er auch, nebst Gold, Verlästerung beym Grafen, Verfolgung c. Ersteres gelang ihm nicht, das letztere Mittel war etwas wirksamer."
10264,10265,"Mittler Weile muß Armand zu seinem Regiment, — ein Briefwechsel zwischen den beydeu Liebenden wird mittelst der Dienste eines alten Dieners vom Hause abgeredet;"
10265,10266,"— der alte Diener entdeckt das Vorhaben des Briefwechsels aus Rechtschaffenheit seiner Herrschaft, die ihm solchen zu unterhalten erlaubte, ja befahl."
10266,10267,"Armand kam wieder, wird belauscht, überraschet, gelästert aus eitler Eifersucht bey Mariane von senem Oheim Ulpierre, gegen den ihn seine Aeltern sicher stellen."
10267,10268,"Mariane entschlägt sich alles Putzes über ihren Stand, mit dem sie durch Armand reichlich versehen war."
10268,10269,Die Liebe mit dem Marquis scheint ihr nach und nach gefährlich;
10269,10270,"bey Abwesenheit des jungen Marquis entdeckt sie ihr Liebesverständniß der Gräfinn Mutter, und bittet um ihre Entlassung;"
10270,10271,"sie erhält sie, flieht mit Gnaden von der Gräfinn überhäuft auf das Landschloß des Grafen zu ihrem Vater."
10271,10272,"— Des andern Abends nach der Flucht sucht Armand Mariane auch in ihrer Zufluchtsstätte auf, und zwar mit Einwilligung seiner Aeltern;"
10272,10273,"die Hausleute, und Baron Ulpierre mit seinen Bedienten suchen, beyde Liebende äußerst verdächtig zu machen, und richten nichts aus."
10273,10274,"Der Baron spielt dem Vater und der Tochter ein Schelmenstück, um letztere entehren zu konnen;"
10274,10275,"sie entwischet seiner Klaue, ihr Schutzengel ist ein Pfarrer und seine Anverwandte."
10275,10276,Ersterer bleibt es auch bis an ihr Ende.
10276,10277,"— Sie wird von dem Grafen Vater aufgesucht, kommt wieder auf das gräfliche Schloß;"
10277,10278,"— genießt Liebe und Freund/ schaft; erhält das Versprechen, sich mit dem Marquis vermählen zu können;"
10278,10279,die Vermählung wird geflissentlich lange verschoben.
10279,10280,"— Einst wird der iunge Marquis zudringlich, Mariane rettet sich, entflieht in ein Kloster;"
10280,10281,— der Marquis fällt das zweyte Mahl durch seinen Verlust in eine zehrende Krankheit;
10281,10282,"— seine Retterinn, Mariane wird auch dießmahl wieder aufgesucht, das Versprechen der Vermählung erneuert;"
10282,10283,Mariane traut nicht mehr;
10283,10284,der Marquis wird bey oftern Besuchen wieder gesund;
10284,10285,"Mariane entschließt sich aus sehr erhabenen Gründen, Verzicht auf die Vermählung mit dem Marquis zu thun, und ihn dadurch zur standesmäßigen Heirath zu bringen;"
10285,10286,welches sie auch bewirkte;
10286,10287,"— sie widmet sich dann, ganz dem Klosterleben."
10287,10288,"— Aus allem erhellet, daß bis zum Ausgange der Geschichte, die letzte Todesgefahr des Marquis ausgenommen, die Aeltern desselben Mariane zur Mätresse ihres Sohnes für seine jüngere, feurigere Jahre haben machen wollen."
10288,10289,"Die Mittel dazu waren allerley Gnadenbezeugungen, und lügenhafte Versprechungen der Vermählung."
10289,10290,Traut den Großen nicht.
10290,10291,"— Der Roman ist sehr gut geschrieben, einige wenige Unrichtigkeiten, und Unverständlichkeiten ausgenommen;"
10291,10292,— die Sittenlehre vortreflich;
10292,10293,"und Mariane ein Muster einer in heutiger Welt selten gewordenen Tugend der Keuschheit, und Uneigennützigkeit."
10293,10294,Druck und Papier sind vortrefflich.
10294,10295,B — .
10295,10296,Naturlehre.
10296,10297,"Schreiben an einen Freund, über das neu entdeckte Geheimniß im ganzen Thierreich das männliche oder weibliche Geschlecht nach Willkür zu erzeugen;"
10297,10298,worin Herrn Henke's Vorschlag kurz und vollständig dargestellet wird.
10298,10299,"Straßburg, in der akademischen Buchhandlung."
10299,10300,1786.
10300,10301,22. S. 8.
10301,10302,Ungeachtet dieses Schreiben schon im Jahre 1786 heraus kam;
10302,10303,"so mochte es doch manchem noch unbekannt seyn, dem es bekannt zu seyn verdient."
10303,10304,"Es ist, wie im Titel gesagt wird, kurz, vollständig, und wir setzen hinzu, auch deutlich, so daß es Henke's Werk über diesen Gegenstand ganz entbehrlich machet."
10304,10305,"— Zur Beantwortung der Zweifel von Seite 19 — 22 hatte als Rechtfertigungsgrund, nach unserm Bedünken, noch beygesetzet werden können, daß es unter Menschen, wie sie je gewesen, noch sind, mithin wie sie auch noch seyn werden, es eine immer eben so große Zahl derer, die Mädchen zu haben wünschen, gibt, als jene ist, die Knaben verlangen."
10305,10306,"Zudem sollte man nicht denken können, daß mancher rechtschaffene Ehemann, wenn es ihm auch willkürlich wäre, zu erzeugen, was er will, und er lieber Knaben als Mädchen haben wollte, auch aus Religionsgründen, und um der Anordnnna Gottes gemäß zu handeln, sich entschlösse, statt eines Knaben ein Mädchen zu erzeugen?"
10306,10307,"Dieses Schreiben, welches übrigens über diesen Stoff alles enthält, was Henke hierüber gethan, und schrieb, verdient bestens empfohlen zu werden."
10307,10308,Nur S. 3. heißt es:
10308,10309,"Sie wissen es, wie ungern ich laut über eine Sache abspreche welches unrichtig ist."
10309,10310,ff.
10310,10311,Religionsschriften.
10311,10312,"Erste Gründe der natürlichen und geoffenbarten Religion, für aufrichtige und nachdenkende Liebhaber der Wahrheit."
10312,10313,Vorgetragen von Joseph Malsiner ordentli chen
10313,10314,Lehrer der schönen Wissenschaften zu Brixen.
10314,10315,Mit Erlaubniß der Ob.
10315,10316,Augsb.
10316,10317,bey Nicolaus Doll.
10317,10318,1788.
10318,10319,in 8. 348 S. nebst 16 S. Vorrede und Jnhalt.
10319,10320,Bey Durchlesung dieses Buches konnte ich mich sehr vielfältiger Erinnerungen an die Mendelssohnsche Morgenstunden oder Vorlesungen über das Daseyn Gottes und mancher Vergleichungen beyder Werke nicht erwehren.
10320,10321,"Es scheint, der Jesuit Malsiner habe den jüdischen Philosophen nachahmen wollen."
10321,10322,Aber die Nachahmung ist à la mode des Iesuites bloß materiell;
10322,10323,"sie besteht bloß darin, daß er die Materien in Unterredungen einkleidet, welche er über die natürliche Religion mit seinen Schülern hält, und über die geoffenbarte von zwey ihre Religion untersuchenden Freunden halten läßt: wie Mendelssohn sich mit seinem Sohne, Schwiegersohne, und einem dritten über die Wahrheiten der natürlichen Religion unterredete, bisweilen zusammenhängende Vorlesungen über einige Puncte derselben hielt, wobey sie doch ihn unterbrechen, Einwürfe vorbringen, sie unter sich beantworten, und auch unter sich streiten durften, und die so entstandenen Aufsätze drucken ließ."
10323,10324,"Jn allen übrigen Stücken bleibt der Jesuit himmelweit hinter dem Hebräer zurück, und ist gerade der Antipode von ihm."
